8.855165e-01	-1.793282e+00
8.967664e-01	-1.787683e+00
9.079810e-01	-1.782013e+00
9.191597e-01	-1.776273e+00
9.303022e-01	-1.770463e+00
9.414079e-01	-1.764582e+00
9.524764e-01	-1.758633e+00
9.635073e-01	-1.752613e+00
9.745003e-01	-1.746525e+00
9.854547e-01	-1.740368e+00
9.963702e-01	-1.734141e+00
1.007246e+00	-1.727847e+00
1.018083e+00	-1.721484e+00
1.028879e+00	-1.715053e+00
1.039635e+00	-1.708555e+00
1.050349e+00	-1.701989e+00
1.061022e+00	-1.695356e+00
1.071654e+00	-1.688656e+00
1.082243e+00	-1.681889e+00
1.092789e+00	-1.675056e+00
1.103292e+00	-1.668157e+00
1.113751e+00	-1.661192e+00
1.124167e+00	-1.654161e+00
1.134538e+00	-1.647065e+00
1.144864e+00	-1.639904e+00
1.155145e+00	-1.632679e+00
1.165381e+00	-1.625388e+00
1.175571e+00	-1.618034e+00
1.185714e+00	-1.610616e+00
1.195810e+00	-1.603134e+00
1.205859e+00	-1.595589e+00
1.215861e+00	-1.587981e+00
1.225814e+00	-1.580310e+00
1.235719e+00	-1.572577e+00
1.245576e+00	-1.564782e+00
1.255383e+00	-1.556925e+00
1.265140e+00	-1.549006e+00
1.274848e+00	-1.541026e+00
1.284505e+00	-1.532986e+00
1.294112e+00	-1.524885e+00
1.303667e+00	-1.516724e+00
1.313172e+00	-1.508503e+00
1.322624e+00	-1.500222e+00
1.332024e+00	-1.491882e+00
1.341371e+00	-1.483484e+00
1.350666e+00	-1.475026e+00
1.359907e+00	-1.466511e+00
1.369094e+00	-1.457937e+00
1.378228e+00	-1.449306e+00
1.387307e+00	-1.440618e+00
1.396331e+00	-1.431873e+00
1.405300e+00	-1.423071e+00
1.414214e+00	-1.414214e+00
1.423071e+00	-1.405300e+00
1.431873e+00	-1.396331e+00
1.440618e+00	-1.387307e+00
1.449306e+00	-1.378228e+00
1.457937e+00	-1.369094e+00
1.466511e+00	-1.359907e+00
1.475026e+00	-1.350666e+00
1.483484e+00	-1.341371e+00
1.491882e+00	-1.332024e+00
1.500222e+00	-1.322624e+00
1.508503e+00	-1.313172e+00
1.516724e+00	-1.303667e+00
1.524885e+00	-1.294112e+00
1.532986e+00	-1.284505e+00
1.541026e+00	-1.274848e+00
1.549006e+00	-1.265140e+00
1.556925e+00	-1.255383e+00
1.564782e+00	-1.245576e+00
1.572577e+00	-1.235719e+00
1.580310e+00	-1.225814e+00
1.587981e+00	-1.215861e+00
1.595589e+00	-1.205859e+00
1.603134e+00	-1.195810e+00
1.610616e+00	-1.185714e+00
1.618034e+00	-1.175571e+00
1.625388e+00	-1.165381e+00
1.632679e+00	-1.155145e+00
1.639904e+00	-1.144864e+00
1.647065e+00	-1.134538e+00
1.654161e+00	-1.124167e+00
1.661192e+00	-1.113751e+00
1.668157e+00	-1.103292e+00
1.675056e+00	-1.092789e+00
1.681889e+00	-1.082243e+00
1.688656e+00	-1.071654e+00
1.695356e+00	-1.061022e+00
1.701989e+00	-1.050349e+00
1.708555e+00	-1.039635e+00
1.715053e+00	-1.028879e+00
1.721484e+00	-1.018083e+00
1.727847e+00	-1.007246e+00
1.734141e+00	-9.963702e-01
1.740368e+00	-9.854547e-01
1.746525e+00	-9.745003e-01
1.752613e+00	-9.635073e-01
1.758633e+00	-9.524764e-01
1.764582e+00	-9.414079e-01
1.770463e+00	-9.303022e-01
1.776273e+00	-9.191597e-01
1.782013e+00	-9.079810e-01
1.787683e+00	-8.967664e-01
1.793282e+00	-8.855165e-01
1.798811e+00	-8.742315e-01
1.804268e+00	-8.629121e-01
1.809654e+00	-8.515586e-01
1.814969e+00	-8.401715e-01
1.820212e+00	-8.287512e-01
1.825383e+00	-8.172981e-01
1.830482e+00	-8.058129e-01
1.835509e+00	-7.942958e-01
1.840464e+00	-7.827473e-01
1.845345e+00	-7.711680e-01
1.850154e+00	-7.595582e-01
1.854890e+00	-7.479184e-01
1.859553e+00	-7.362491e-01
1.864142e+00	-7.245507e-01
1.868658e+00	-7.128238e-01
1.873100e+00	-7.010686e-01
1.877468e+00	-6.892858e-01
1.881762e+00	-6.774758e-01
1.885981e+00	-6.656391e-01
1.890126e+00	-6.537761e-01
1.894197e+00	-6.418872e-01
1.898192e+00	-6.299730e-01
1.902113e+00	-6.180340e-01
1.905959e+00	-6.060705e-01
1.909729e+00	-5.940832e-01
1.913424e+00	-5.820723e-01
1.917044e+00	-5.700385e-01
1.920587e+00	-5.579822e-01
1.924055e+00	-5.459039e-01
1.927447e+00	-5.338040e-01
1.930763e+00	-5.216830e-01
1.934003e+00	-5.095415e-01
1.937166e+00	-4.973798e-01
1.940253e+00	-4.851985e-01
1.943263e+00	-4.729980e-01
1.946197e+00	-4.607789e-01
1.949054e+00	-4.485415e-01
1.951834e+00	-4.362865e-01
1.954536e+00	-4.240142e-01
1.957162e+00	-4.117252e-01
1.959710e+00	-3.994200e-01
1.962181e+00	-3.870989e-01
1.964575e+00	-3.747626e-01
1.966890e+00	-3.624115e-01
1.969129e+00	-3.500461e-01
1.971289e+00	-3.376669e-01
1.973372e+00	-3.252743e-01
1.975377e+00	-3.128689e-01
1.977303e+00	-3.004512e-01
1.979152e+00	-2.880216e-01
1.980923e+00	-2.755806e-01
1.982615e+00	-2.631287e-01
1.984229e+00	-2.506665e-01
1.985765e+00	-2.381943e-01
1.987223e+00	-2.257128e-01
1.988602e+00	-2.132223e-01
1.989902e+00	-2.007234e-01
1.991124e+00	-1.882166e-01
1.992267e+00	-1.757024e-01
1.993332e+00	-1.631812e-01
1.994318e+00	-1.506536e-01
1.995225e+00	-1.381201e-01
1.996053e+00	-1.255810e-01
1.996803e+00	-1.130371e-01
1.997474e+00	-1.004886e-01
1.998066e+00	-8.793624e-02
1.998579e+00	-7.538037e-02
1.999013e+00	-6.282152e-02
1.999368e+00	-5.026019e-02
1.999645e+00	-3.769688e-02
1.999842e+00	-2.513208e-02
1.999961e+00	-1.256629e-02
2.000000e+00	-2.260872e-13
